Time, step_count
93.6994466114,138
94.1620816517,139
94.7544326115,140
95.2551154423,141
95.8192794991,142
96.4778222466,143
97.1105873013,144
97.5402113819,145
97.9715902233,146
98.5119814301,147
99.0774673843,148
99.7836572552,149
100.662518444,150
101.227495375,151
101.75039834,152
102.330398264,153
103.016734304,154
103.429351273,155
103.960752363,156
104.513273354,157
105.035206432,158
105.592310305,159
106.184494371,160
106.777591343,161
107.206874247,162
107.740290279,163
108.264771338,164
108.839807386,165
109.340848322,166
109.922260399,167
110.540864344,168
110.986217375,169
111.513999338,170
112.045174475,171
112.56703126,172
113.095619316,173
113.65567028,174
114.209683294,175
114.697167273,176
115.242722292,177
115.76107337,178
116.326875467,179
116.837841291,180
117.399785299,181
117.939709444,182
118.459881325,183
119.033378239,184
119.652623291,185
120.070965166,186
120.642062397,187
121.152785358,188
121.726684389,189
122.259892282,190
122.826032581,191
123.476979437,192
123.879720392,193
124.388981524,194
124.942748423,195
125.503767605,196
126.127620573,197
126.772451754,198
127.668455715,199
128.21463954,200
128.787620659,201
129.466789598,202
130.394062634,203
130.936460609,204
131.53994977,205
132.114505644,206
132.597351665,207
133.123183603,208
133.679744596,209
134.212170715,210
134.766392765,211
135.389566717,212
135.818357763,213
136.334698734,214
136.889791784,215
137.407186804,216
138.015305815,217
138.665749846,218
139.083230791,219
139.591850815,220
140.134899673,221
140.675291834,222
141.299906788,223
141.718564806,224
142.262232838,225
142.792359772,226
143.324079695,227
143.922674837,228
144.408139648,229
144.910813875,230
145.488273687,231
146.010909863,232
146.590977736,233
147.274960823,234
147.916556082,235
148.320918045,236
148.787798128,237
149.316411934,238
149.968327007,239
150.683999023,240
151.543265066,241
152.120475016,242
152.666180096,243
153.33101119,244
153.764340057,245
154.315063133,246
154.827129021,247
155.440755024,248
155.983392134,249
156.664221182,250
157.62182416,251
158.139997139,252
158.738199129,253
159.382268085,254
159.798860207,255
160.34622015,256
160.914347067,257
161.442285137,258
162.086179333,259
162.822165327,260
163.226190166,261
163.674194174,262
164.209959106,263
164.767806044,264
165.442146053,265
165.863359203,266
166.478921165,267
166.943821182,268
167.495746126,269
168.03511404,270
168.678714027,271
169.123905172,272
169.768297186,273
170.23269104,274
170.879505148,275
171.351795187,276
172.008017225,277
172.449299021,278
173.103003187,279
173.567297144,280
174.240315123,281
174.69174902,282
175.377905054,283
176.077535315,284
176.483595295,285
176.949491444,286
177.618739309,287
178.080133381,288
178.731523228,289
179.236229372,290
179.763025236,291
180.330176306,292
180.891237459,293
181.482936344,294
182.018017254,295
182.59424325,296
183.177668295,297
183.767363415,298
184.429157362,299
184.876557455,300
185.440861568,301
185.981535463,302
186.622166424,303
187.08935955,304
187.749479494,305
188.189613543,306
188.753166637,307
189.283646545,308
189.82306262,309
190.474025688,310
190.917426548,311
191.451551638,312
192.08651968,313
192.531008577,314
193.101606464,315
193.650007343,316
194.312627411,317
194.761653519,318
195.405603504,319
195.85801158,320
196.522949553,321
196.984409428,322
197.643224573,323
198.07982955,324
198.721823549,325
199.179466343,326
199.749965696,327
200.335284739,328
201.028642683,329
201.488429575,330
201.936537533,331
202.455574541,332
203.100254564,333
203.660914688,334
204.122222691,335
204.623842506,336
205.203831701,337
205.73496273,338
206.30663064,339
206.938120632,340
207.390554695,341
207.920706539,342
208.480322628,343
209.028571634,344
209.673482685,345
210.112725525,346
210.73511055,347
211.212293653,348
211.77943367,349
212.311524572,350
212.969148493,351
213.426134682,352
213.976320601,353
214.517658567,354
215.065221643,355
215.607724524,356
216.325105524,357
216.737309551,358
217.20346365,359
217.727418518,360
218.367327547,361
218.815611696,362
219.37335453,363
219.900007582,364
220.45541153,365
221.090771532,366
221.53551755,367
222.045010662,368
222.578586674,369
223.123415565,370
223.744267559,371
224.170426464,372
224.731139517,373
225.255537605,374
225.874266481,375
226.392369604,376
227.051832533,377
227.658270454,378
228.114874458,379
228.632229424,380
229.276561594,381
229.726900434,382
230.289706564,383
231.063283539,384
231.468284464,385
231.910949564,386
232.548181629,387
232.993532515,388
233.6224545,389
234.282841539,390
234.73024044,391
235.192621565,392
235.762703514,393
236.311788416,394
237.005698538,395
237.651883459,396
238.514081573,397
239.127213573,398
239.639460421,399
240.318476534,400
240.777806616,401
241.361427402,402
241.881062603,403
242.41075263,404
242.963588572,405
243.661093569,406
244.098544455,407
244.537070608,408
245.062241411,409
245.674337482,410
246.353308535,411
247.23804245,412
247.898558474,413
248.333927488,414
248.959089766,415
249.413533707,416
250.046401758,417
250.524968643,418
251.081065674,419
251.678566713,420
252.330642719,421
252.748703737,422
253.3019736,423
253.833867569,424
254.402496595,425
254.98187973,426
255.638953705,427
256.110068579,428
256.658617754,429
257.101194639,430
257.734641571,431
258.175740738,432
258.735386629,433
259.272178669,434
259.809296627,435
260.346320648,436
260.993727703,437
261.407725592,438
262.041118641,439
262.517129679,440
263.092341681,441
263.64263155,442
264.306399603,443
264.737073679,444
265.299998541,445
265.843035717,446
266.25171854,447
266.929713745,448
267.575619717,449
268.03197958,450
268.593168755,451
269.119409733,452
269.693427734,453
270.263203793,454
270.921957579,455
271.329684582,456
271.982225676,457
272.463405628,458
273.016018648,459
273.684221525,460
274.13000967,461
274.669010658,462
275.330780525,463
275.783967514,464
276.360789557,465
277.012329597,466
277.444358606,467
278.001102705,468
278.685631533,469
279.146614571,470
279.844979544,471
280.407934685,472
281.020165701,473
281.495847721,474
282.045640726,475
282.520441551,476
283.083816547,477
283.692734499,478
284.15907671,479
284.750440521,480
285.323168678,481
285.870821638,482
286.562834663,483
287.091464682,484
287.769423647,485
288.352816505,486
