Time, x, y, z,,,,,,,,,,,,
6.330305376,1.1060486,-9.450226,-0.3256073,,,,,,,,,,,,
6.342517176,1.089386,-9.41452,-0.25657654,,,,,,,,,,,,
6.354834356,1.1012878,-9.500214,-0.29466248,,,,,,,,,,,,
6.367645302,1.0989075,-9.524017,-0.27323914,,,,,,,,,,,,
6.376285353,1.0298767,-9.588287,-0.31132507,,,,,,,,,,,,
6.382983246,1.0536804,-9.535919,-0.26133728,,,,,,,,,,,,
6.389804163,0.9965515,-9.552582,-0.2922821,,,,,,,,,,,,
6.403904238,1.0179749,-9.547821,-0.20896912,,,,,,,,,,,,
6.411800184,1.0274963,-9.54306,-0.285141,,,,,,,,,,,,
6.421180286,1.0608215,-9.490692,-0.28752136,,,,,,,,,,,,
6.430349388,1.0084534,-9.457367,-0.23277283,,,,,,,,,,,,
6.438799181,1.0132141,-9.500214,-0.24705505,,,,,,,,,,,,
6.446954288,1.0393982,-9.524017,-0.20896912,,,,,,,,,,,,
6.455999174,1.0346375,-9.528778,-0.22325134,,,,,,,,,,,,
6.46309022,1.0203552,-9.571625,-0.18278503,,,,,,,,,,,,
6.472195187,1.0322571,-9.514496,-0.1613617,,,,,,,,,,,,
6.481148281,1.0584412,-9.466888,-0.3089447,,,,,,,,,,,,
6.49839119,1.0632019,-9.47879,-0.23753357,,,,,,,,,,,,
6.50995616,1.0941467,-9.519257,-0.24229431,,,,,,,,,,,,
6.523605385,1.0822449,-9.557343,-0.23277283,,,,,,,,,,,,
6.541553297,1.1250916,-9.54068,-0.28752136,,,,,,,,,,,,
6.55123929,1.1369934,-9.54068,-0.20658875,,,,,,,,,,,,
6.568125286,1.134613,-9.528778,-0.28276062,,,,,,,,,,,,
6.576311388,1.089386,-9.4930725,-0.2518158,,,,,,,,,,,,
6.587162294,1.0870056,-9.457367,-0.23277283,,,,,,,,,,,,
6.594596186,1.0822449,-9.469269,-0.3184662,,,,,,,,,,,,
6.601397314,1.0608215,-9.426422,-0.285141,,,,,,,,,,,,
6.610428371,1.1036682,-9.459747,-0.3327484,,,,,,,,,,,,
6.618640223,1.1155701,-9.464508,-0.19944763,,,,,,,,,,,,
6.625843325,1.1417542,-9.47403,-0.20658875,,,,,,,,,,,,
6.633139172,1.1679382,-9.4930725,-0.24943542,,,,,,,,,,,,
6.640090265,1.1512756,-9.481171,-0.14945984,,,,,,,,,,,,
6.686952391,1.0989075,-9.531158,-0.32798767,,,,,,,,,,,,
6.694844284,1.089386,-9.5121155,-0.29942322,,,,,,,,,,,,
6.707718172,1.1036682,-9.481171,-0.28752136,,,,,,,,,,,,
6.719421186,1.0965271,-9.488312,-0.26371765,,,,,,,,,,,,
6.730854311,1.1441345,-9.450226,-0.29942322,,,,,,,,,,,,
6.740127363,1.1584167,-9.464508,-0.25419617,,,,,,,,,,,,
6.750820198,1.1631775,-9.5121155,-0.22325134,,,,,,,,,,,,
6.759056368,1.1108093,-9.495453,-0.27799988,,,,,,,,,,,,
6.766855278,1.1441345,-9.509735,-0.19468689,,,,,,,,,,,,
6.774955311,1.1012878,-9.509735,-0.2184906,,,,,,,,,,,,
6.782478371,1.1441345,-9.554962,-0.2184906,,,,,,,,,,,,
6.800673285,1.0941467,-9.524017,-0.22325134,,,,,,,,,,,,
6.827224293,1.1108093,-9.490692,-0.24467468,,,,,,,,,,,,
6.834350386,1.1131897,-9.483551,-0.31370544,,,,,,,,,,,,
6.84376339,1.1108093,-9.4930725,-0.3018036,,,,,,,,,,,,
6.853907385,1.1227112,-9.531158,-0.28752136,,,,,,,,,,,,
6.863912382,1.1322327,-9.466888,-0.28752136,,,,,,,,,,,,
6.874032297,1.1798401,-9.531158,-0.24705505,,,,,,,,,,,,
6.883892336,1.1203308,-9.524017,-0.3256073,,,,,,,,,,,,
6.894097366,1.153656,-9.507355,-0.25419617,,,,,,,,,,,,
6.90222434,1.1298523,-9.550201,-0.30656433,,,,,,,,,,,,
6.9106882,1.1393738,-9.524017,-0.3089447,,,,,,,,,,,,
6.920488396,1.1679382,-9.483551,-0.29942322,,,,,,,,,,,,
6.93075017,1.1274719,-9.514496,-0.26133728,,,,,,,,,,,,
6.938490191,1.1465149,-9.516876,-0.30418396,,,,,,,,,,,,
6.947566309,1.1322327,-9.519257,-0.23039246,,,,,,,,,,,,
6.956942358,1.1512756,-9.524017,-0.24467468,,,,,,,,,,,,
6.965660372,1.1584167,-9.4930725,-0.2684784,,,,,,,,,,,,
6.974575319,1.134613,-9.507355,-0.25419617,,,,,,,,,,,,
6.98388628,1.0965271,-9.531158,-0.18754578,,,,,,,,,,,,
6.991565266,1.1607971,-9.445465,-0.20896912,,,,,,,,,,,,
7.000120201,1.1369934,-9.488312,-0.21134949,,,,,,,,,,,,
7.010023394,1.0917664,-9.469269,-0.2184906,,,,,,,,,,,,
7.021910229,1.1465149,-9.462128,-0.24229431,,,,,,,,,,,,
7.031631269,1.1512756,-9.557343,-0.23039246,,,,,,,,,,,,
7.041730204,1.1893616,-9.497833,-0.20658875,,,,,,,,,,,,
7.051228323,1.191742,-9.450226,-0.25657654,,,,,,,,,,,,
7.061093369,1.1560364,-9.454987,-0.2589569,,,,,,,,,,,,
7.069021263,1.1441345,-9.488312,-0.27085876,,,,,,,,,,,,
7.077578344,1.0917664,-9.47879,-0.3184662,,,,,,,,,,,,
7.084981241,1.1203308,-9.4930725,-0.23753357,,,,,,,,,,,,
7.096371212,1.0870056,-9.5383,-0.28990173,,,,,,,,,,,,
7.105788269,1.089386,-9.566864,-0.27323914,,,,,,,,,,,,
7.112459221,1.1060486,-9.54068,-0.32798767,,,,,,,,,,,,
7.12095932,1.0489197,-9.550201,-0.2922821,,,,,,,,,,,,
7.127751389,1.0608215,-9.531158,-0.30418396,,,,,,,,,,,,
7.135358372,1.0917664,-9.559723,-0.24943542,,,,,,,,,,,,
7.14211134,1.0560608,-9.528778,-0.27323914,,,,,,,,,,,,
7.149266281,1.0679626,-9.528778,-0.32798767,,,,,,,,,,,,
7.157103338,1.0298767,-9.500214,-0.31608582,,,,,,,,,,,,
7.164154329,1.0632019,-9.471649,-0.31608582,,,,,,,,,,,,
7.170977392,1.0036926,-9.504974,-0.24943542,,,,,,,,,,,,
7.178987303,1.0965271,-9.516876,-0.25419617,,,,,,,,,,,,
7.188139238,1.108429,-9.464508,-0.28038025,,,,,,,,,,,,
7.195144215,1.0798645,-9.488312,-0.20420837,,,,,,,,,,,,
7.20164422,1.0655823,-9.464508,-0.2518158,,,,,,,,,,,,
7.209140339,1.1369934,-9.490692,-0.22325134,,,,,,,,,,,,
7.218182364,1.1441345,-9.483551,-0.14231873,,,,,,,,,,,,
7.225259342,1.1512756,-9.447845,-0.19706726,,,,,,,,,,,,
7.232210197,1.2226868,-9.457367,-0.0947113,,,,,,,,,,,,
7.249534168,1.1203308,-9.504974,-0.17326355,,,,,,,,,,,,
7.260036268,1.1179504,-9.528778,-0.20896912,,,,,,,,,,,,
7.274487295,1.1108093,-9.502594,-0.2351532,,,,,,,,,,,,
7.285508194,1.1560364,-9.466888,-0.23991394,,,,,,,,,,,,
7.295190372,1.1512756,-9.47403,-0.24467468,,,,,,,,,,,,
7.305294313,1.172699,-9.457367,-0.24229431,,,,,,,,,,,,
7.31409935,1.1679382,-9.5121155,-0.24705505,,,,,,,,,,,,
7.322392263,1.1465149,-9.500214,-0.20658875,,,,,,,,,,,,
