Time, x, y, z,,
63.48504377,-1.1270294,4.1722107,9.870087,,
63.49673677,-0.66871643,3.9360657,9.389343,,
63.5090418,-0.24034119,4.3318787,8.822403,,
63.52060677,-0.001296997,4.5514526,8.112793,,
63.53187276,0.13775635,4.6506805,7.5594482,,
63.54038788,0.46548462,4.629486,7.179764,,
63.70471169,0.6726837,4.387558,7.061035,,
63.73740388,0.12652588,3.683792,6.8203583,,
63.75607468,0.26231384,3.902954,6.9151154,,
63.76783277,0.044647217,3.795456,8.563751,,
63.7792008,0.044647217,3.795456,8.563751,,
63.78908373,0.044647217,3.795456,8.563751,,
63.79670669,0.42063904,3.9874878,8.87883,,
63.80277968,0.42063904,3.9874878,8.87883,,
63.81921483,0.42063904,3.9874878,8.87883,,
63.82559467,0.42063904,3.9874878,8.87883,,
63.83158566,0.42063904,3.9874878,8.87883,,
63.83777166,0.42063904,3.9874878,8.87883,,
63.8431058,0.3440094,4.655182,8.467972,,
63.84863878,0.3440094,4.655182,8.467972,,
63.85416485,0.3440094,4.655182,8.467972,,
63.85962773,0.3440094,4.655182,8.467972,,
63.86485578,0.3440094,4.655182,8.467972,,
63.87064386,0.3440094,4.655182,8.467972,,
63.87598277,0.3440094,4.655182,8.467972,,
63.88166667,0.3440094,4.655182,8.467972,,
63.88837386,0.37677002,5.0464325,8.93541,,
63.8941238,0.37991333,5.085037,9.356445,,
63.89943386,0.37991333,5.085037,9.356445,,
63.90505267,0.37991333,5.085037,9.356445,,
63.91156078,0.37991333,5.085037,9.356445,,
63.91945768,0.37991333,5.085037,9.356445,,
63.92647768,0.37991333,5.085037,9.356445,,
63.9336567,0.37991333,5.085037,9.356445,,
63.94142366,1.2649384,4.5210724,9.923996,,
63.94939376,1.2649384,4.5210724,9.923996,,
63.96206571,1.8586884,4.74588,9.523178,,
63.98389078,1.8797913,4.626251,9.051758,,
63.99715067,1.1385498,3.5358276,10.90834,,
64.00467468,1.1385498,3.5358276,10.90834,,
64.01294685,1.1385498,3.5358276,10.90834,,
64.02158166,1.1385498,3.5358276,10.90834,,
64.02915979,1.1385498,3.5358276,10.90834,,
64.0458007,1.1385498,3.5358276,10.90834,,
64.05144883,1.3247833,3.108551,9.016434,,
64.07443071,0.61013794,4.373291,5.563492,,
64.08594585,0.61013794,4.373291,5.563492,,
64.32068683,0.51716614,4.3157043,6.7344513,,
64.3301468,0.056625366,4.0213165,7.141144,,
64.34302569,0.056625366,4.0213165,7.141144,,
64.3699608,0.056625366,4.0213165,7.141144,,
64.40477588,0.056625366,4.0213165,7.141144,,
64.41115381,0.056625366,4.0213165,7.141144,,
64.41791679,0.056625366,4.0213165,7.141144,,
64.42465069,0.056625366,4.0213165,7.141144,,
64.43141987,0.056625366,4.0213165,7.141144,,
64.4383979,0.056625366,4.0213165,7.141144,,
64.44465782,0.056625366,4.0213165,7.141144,,
64.45200278,0.056625366,4.0213165,7.141144,,
64.45895578,0.056625366,4.0213165,7.141144,,
64.46549274,0.056625366,4.0213165,7.141144,,
64.47104289,0.056625366,4.0213165,7.141144,,
64.47660973,0.056625366,4.0213165,7.141144,,
64.48233988,0.056625366,4.0213165,7.141144,,
64.48791983,0.056625366,4.0213165,7.141144,,
64.49343183,0.056625366,4.0213165,7.141144,,
64.49900772,0.056625366,4.0213165,7.141144,,
64.50489571,0.056625366,4.0213165,7.141144,,
64.51048376,0.056625366,4.0213165,7.141144,,
64.51625278,0.056625366,4.0213165,7.141144,,
64.52184584,0.056625366,4.0213165,7.141144,,
64.52741887,0.056625366,4.0213165,7.141144,,
64.53318383,0.056625366,4.0213165,7.141144,,
64.53867676,0.056625366,4.0213165,7.141144,,
64.54445173,0.7113037,4.7434845,9.460907,,
64.55012085,-0.75827026,4.7892914,9.634552,,
64.55592873,-0.75827026,4.7892914,9.634552,,
64.5638447,-0.75827026,4.7892914,9.634552,,
64.59363987,-0.75827026,4.7892914,9.634552,,
64.60303189,-0.75827026,4.7892914,9.634552,,
64.61209991,0.10281372,4.3272552,8.243576,,
64.6180258,0.10281372,4.3272552,8.243576,,
64.62345268,0.10281372,4.3272552,8.243576,,
64.62969973,0.10281372,4.3272552,8.243576,,
64.63543584,0.10281372,4.3272552,8.243576,,
64.64160468,0.10281372,4.3272552,8.243576,,
64.64766981,0.10281372,4.3272552,8.243576,,
64.65372779,0.10281372,4.3272552,8.243576,,
64.65961673,0.10281372,4.3272552,8.243576,,
64.66592171,0.10281372,4.3272552,8.243576,,
64.67142488,0.10281372,4.3272552,8.243576,,
64.67733075,0.10281372,4.3272552,8.243576,,
64.68464686,0.4643402,2.512436,9.66716,,
64.69022681,0.4643402,2.512436,9.66716,,
64.69597985,0.4643402,2.512436,9.66716,,
64.70175387,0.4643402,2.512436,9.66716,,
64.70746591,0.4643402,2.512436,9.66716,,
64.71297791,0.48902893,2.4383545,9.543686,,
64.71843984,0.34414673,2.7385864,8.010269,,
64.72416379,0.34414673,2.7385864,8.010269,,
64.72967484,0.46325684,2.9735565,6.981201,,
64.73878886,0.5406647,3.0535126,6.8101807,,
64.74771978,0.5899353,3.1194,6.6956024,,
64.7538779,0.77072144,3.3437347,6.276886,,
64.75999691,0.8170166,3.4967651,6.0497284,,
64.76696279,0.8170166,3.4967651,6.0497284,,
64.77371289,0.8349304,3.5870972,6.0468445,,
64.78079679,0.7657776,3.6188354,5.8061676,,
64.78742482,0.82414246,3.6792908,5.7908936,,
64.79361989,0.90582275,3.8090973,6.080307,,
64.79969885,0.90582275,3.8090973,6.080307,,
64.80612781,0.8690491,3.8505402,6.399475,,
64.81217887,0.90686035,3.863739,6.5092163,,
64.81803371,0.9000397,3.9071045,6.626526,,
64.82370378,0.8804321,3.994522,6.7443237,,
64.82967069,0.90138245,4.043915,6.8326416,,
64.83606984,0.90286255,4.0612793,6.890457,,
64.95245578,0.90286255,4.0612793,6.890457,,
