Time, x, y, z,,,,,,,,,,,,,,,,,,,,,
140.5150845,1.225,10.879,0.306,,,,,,,,,,,,,,,,,,,,,
140.5413303,1.225,10.879,0.306,,,,,,,,,,,,,,,,,,,,,
140.5681643,1.225,10.879,0.306,,,,,,,,,,,,,,,,,,,,,
140.5963495,1.225,10.879,0.306,,,,,,,,,,,,,,,,,,,,,
140.6193194,0,10.113,-0.766,,,,,,,,,,,,,,,,,,,,,
140.6447954,0,10.113,-0.766,,,,,,,,,,,,,,,,,,,,,
140.6689954,0,10.113,-0.766,,,,,,,,,,,,,,,,,,,,,
140.6922285,0,10.113,-0.766,,,,,,,,,,,,,,,,,,,,,
140.7167485,0,10.113,-0.766,,,,,,,,,,,,,,,,,,,,,
140.7412515,0,10.113,-0.766,,,,,,,,,,,,,,,,,,,,,
140.7668395,0,10.113,-0.766,,,,,,,,,,,,,,,,,,,,,
140.7906225,0,10.113,-0.766,,,,,,,,,,,,,,,,,,,,,
140.8244204,0,10.113,-0.766,,,,,,,,,,,,,,,,,,,,,
140.8552954,0,10.113,-0.766,,,,,,,,,,,,,,,,,,,,,
140.8848045,0,10.113,-0.766,,,,,,,,,,,,,,,,,,,,,
141.1870666,0,10.113,-0.766,,,,,,,,,,,,,,,,,,,,,
141.2039325,-0.153,10.266,-1.838,,,,,,,,,,,,,,,,,,,,,
141.2342966,-0.153,10.266,-1.838,,,,,,,,,,,,,,,,,,,,,
141.2521315,-0.153,10.266,-1.838,,,,,,,,,,,,,,,,,,,,,
141.2792056,-0.153,10.266,-1.838,,,,,,,,,,,,,,,,,,,,,
141.3118177,-0.153,10.266,-1.838,,,,,,,,,,,,,,,,,,,,,
141.3529735,-0.153,10.266,-1.838,,,,,,,,,,,,,,,,,,,,,
141.3885524,-0.153,10.266,-1.838,,,,,,,,,,,,,,,,,,,,,
141.4148204,-0.153,10.266,-1.838,,,,,,,,,,,,,,,,,,,,,
141.4418295,-0.153,10.266,-1.838,,,,,,,,,,,,,,,,,,,,,
141.4605496,-0.153,10.266,-1.838,,,,,,,,,,,,,,,,,,,,,
141.4834545,-0.153,10.266,-1.838,,,,,,,,,,,,,,,,,,,,,
141.5090106,-0.153,10.266,-1.838,,,,,,,,,,,,,,,,,,,,,
141.5376456,-0.153,10.266,-1.838,,,,,,,,,,,,,,,,,,,,,
141.5635154,-0.153,10.266,-1.838,,,,,,,,,,,,,,,,,,,,,
141.5925505,-0.153,10.266,-1.838,,,,,,,,,,,,,,,,,,,,,
141.6175506,0,9.96,-1.225,,,,,,,,,,,,,,,,,,,,,
141.6393595,0,9.96,-1.225,,,,,,,,,,,,,,,,,,,,,
141.6674886,0,9.96,-1.225,,,,,,,,,,,,,,,,,,,,,
141.9605575,0,9.96,-1.225,,,,,,,,,,,,,,,,,,,,,
141.9711406,0,9.96,-1.225,,,,,,,,,,,,,,,,,,,,,
142.0011656,0,9.96,-1.225,,,,,,,,,,,,,,,,,,,,,
142.0249806,0,9.96,-1.225,,,,,,,,,,,,,,,,,,,,,
142.0501804,0,9.96,-1.225,,,,,,,,,,,,,,,,,,,,,
142.0745545,0,9.96,-1.225,,,,,,,,,,,,,,,,,,,,,
142.0932016,0,9.96,-1.225,,,,,,,,,,,,,,,,,,,,,
142.1188116,0.153,10.266,-0.766,,,,,,,,,,,,,,,,,,,,,
142.1500504,0.153,10.266,-0.766,,,,,,,,,,,,,,,,,,,,,
142.1766064,0.153,10.266,-0.766,,,,,,,,,,,,,,,,,,,,,
142.1941056,0.153,10.266,-0.766,,,,,,,,,,,,,,,,,,,,,
142.2212775,0.153,10.266,-0.766,,,,,,,,,,,,,,,,,,,,,
142.2579265,0.153,10.266,-0.766,,,,,,,,,,,,,,,,,,,,,
142.2815826,0.153,10.266,-0.766,,,,,,,,,,,,,,,,,,,,,
142.3045805,0.153,10.266,-0.766,,,,,,,,,,,,,,,,,,,,,
142.3299086,0.153,10.266,-0.766,,,,,,,,,,,,,,,,,,,,,
142.3597276,0.153,10.266,-0.766,,,,,,,,,,,,,,,,,,,,,
142.3842526,0.153,10.266,-0.766,,,,,,,,,,,,,,,,,,,,,
142.6610794,0.153,10.266,-0.766,,,,,,,,,,,,,,,,,,,,,
142.6719275,0,9.96,-1.685,,,,,,,,,,,,,,,,,,,,,
142.6900926,0,9.96,-1.685,,,,,,,,,,,,,,,,,,,,,
142.7148676,0,9.96,-1.685,,,,,,,,,,,,,,,,,,,,,
142.7393634,0,9.96,-1.685,,,,,,,,,,,,,,,,,,,,,
142.7661185,0,9.96,-1.685,,,,,,,,,,,,,,,,,,,,,
142.7898646,0,9.96,-1.685,,,,,,,,,,,,,,,,,,,,,
142.8147075,0,9.96,-1.685,,,,,,,,,,,,,,,,,,,,,
142.8341944,0,9.96,-1.685,,,,,,,,,,,,,,,,,,,,,
142.8665865,0,9.96,-1.685,,,,,,,,,,,,,,,,,,,,,
142.8952026,0,9.96,-1.685,,,,,,,,,,,,,,,,,,,,,
142.9217324,0,9.96,-1.685,,,,,,,,,,,,,,,,,,,,,
142.9496994,0,9.96,-1.685,,,,,,,,,,,,,,,,,,,,,
142.9828336,0,9.96,-1.685,,,,,,,,,,,,,,,,,,,,,
143.0329745,0,9.96,-1.685,,,,,,,,,,,,,,,,,,,,,
143.0711656,0,9.96,-1.685,,,,,,,,,,,,,,,,,,,,,
143.0990136,0.153,9.5,-2.298,,,,,,,,,,,,,,,,,,,,,
143.1212115,0.153,9.5,-2.298,,,,,,,,,,,,,,,,,,,,,
143.1409304,0.153,9.5,-2.298,,,,,,,,,,,,,,,,,,,,,
143.3583846,0.153,9.5,-2.298,,,,,,,,,,,,,,,,,,,,,
143.3732185,0.153,9.5,-2.298,,,,,,,,,,,,,,,,,,,,,
143.4035926,0.153,9.5,-2.298,,,,,,,,,,,,,,,,,,,,,
143.4211495,0.153,9.5,-2.298,,,,,,,,,,,,,,,,,,,,,
143.4432206,0.153,9.5,-2.298,,,,,,,,,,,,,,,,,,,,,
143.4667046,0.153,9.5,-2.298,,,,,,,,,,,,,,,,,,,,,
143.4970975,0.153,9.5,-2.298,,,,,,,,,,,,,,,,,,,,,
143.5219364,0.153,9.5,-2.298,,,,,,,,,,,,,,,,,,,,,
143.5460656,0.153,9.5,-2.298,,,,,,,,,,,,,,,,,,,,,
143.5763326,0.153,9.5,-2.298,,,,,,,,,,,,,,,,,,,,,
143.6068626,-0.153,10.266,-0.459,,,,,,,,,,,,,,,,,,,,,
143.6354065,-0.153,10.266,-0.459,,,,,,,,,,,,,,,,,,,,,
143.6518514,-0.153,10.266,-0.459,,,,,,,,,,,,,,,,,,,,,
143.6719124,-0.153,10.266,-0.459,,,,,,,,,,,,,,,,,,,,,
143.6871004,-0.153,10.266,-0.459,,,,,,,,,,,,,,,,,,,,,
143.7101505,-0.153,10.266,-0.459,,,,,,,,,,,,,,,,,,,,,
143.7283325,-0.153,10.266,-0.459,,,,,,,,,,,,,,,,,,,,,
143.7525246,-0.153,10.266,-0.459,,,,,,,,,,,,,,,,,,,,,
143.7805216,-0.153,10.266,-0.459,,,,,,,,,,,,,,,,,,,,,
143.8099365,-0.153,10.266,-0.459,,,,,,,,,,,,,,,,,,,,,
143.8294866,-0.153,10.266,-0.459,,,,,,,,,,,,,,,,,,,,,
143.8529155,-0.153,10.266,-0.459,,,,,,,,,,,,,,,,,,,,,
144.2137976,-0.153,10.266,-0.459,,,,,,,,,,,,,,,,,,,,,
144.2254076,0.766,10.113,-1.225,,,,,,,,,,,,,,,,,,,,,
144.2525945,0.766,10.113,-1.225,,,,,,,,,,,,,,,,,,,,,
144.2778776,0.766,10.113,-1.225,,,,,,,,,,,,,,,,,,,,,
144.3128805,0.766,10.113,-1.225,,,,,,,,,,,,,,,,,,,,,
144.3337145,0.766,10.113,-1.225,,,,,,,,,,,,,,,,,,,,,
144.3888786,0.766,10.113,-1.225,,,,,,,,,,,,,,,,,,,,,
144.4125095,0.766,10.113,-1.225,,,,,,,,,,,,,,,,,,,,,
144.4405744,0.766,10.113,-1.225,,,,,,,,,,,,,,,,,,,,,
144.4679284,0.766,10.113,-1.225,,,,,,,,,,,,,,,,,,,,,
144.4981845,0.766,10.113,-1.225,,,,,,,,,,,,,,,,,,,,,
144.5318334,0.766,10.113,-1.225,,,,,,,,,,,,,,,,,,,,,
144.5600026,0.766,10.113,-1.225,,,,,,,,,,,,,,,,,,,,,
144.5797565,0.766,10.113,-1.225,,,,,,,,,,,,,,,,,,,,,
144.6112535,0.153,10.113,-2.298,,,,,,,,,,,,,,,,,,,,,
144.6343675,0.153,10.113,-2.298,,,,,,,,,,,,,,,,,,,,,
144.6468275,0.153,10.113,-2.298,,,,,,,,,,,,,,,,,,,,,
144.6758766,0.153,10.113,-2.298,,,,,,,,,,,,,,,,,,,,,
144.7049475,0.153,10.113,-2.298,,,,,,,,,,,,,,,,,,,,,
144.9727256,0.153,10.113,-2.298,,,,,,,,,,,,,,,,,,,,,
144.9889245,0.153,10.113,-2.298,,,,,,,,,,,,,,,,,,,,,
145.0212865,0.153,10.113,-2.298,,,,,,,,,,,,,,,,,,,,,
145.0745466,0.153,10.113,-2.298,,,,,,,,,,,,,,,,,,,,,
145.1114354,0.612,9.807,-0.919,,,,,,,,,,,,,,,,,,,,,
145.1396525,0.612,9.807,-0.919,,,,,,,,,,,,,,,,,,,,,
145.1943505,0.612,9.807,-0.919,,,,,,,,,,,,,,,,,,,,,
145.2674875,0.612,9.807,-0.919,,,,,,,,,,,,,,,,,,,,,
145.2984305,0.612,9.807,-0.919,,,,,,,,,,,,,,,,,,,,,
145.3590465,0.612,9.807,-0.919,,,,,,,,,,,,,,,,,,,,,
145.4019175,0.612,9.807,-0.919,,,,,,,,,,,,,,,,,,,,,
145.4591355,0.612,9.807,-0.919,,,,,,,,,,,,,,,,,,,,,
145.5033066,0.612,9.807,-0.919,,,,,,,,,,,,,,,,,,,,,
145.5477555,0.612,9.807,-0.919,,,,,,,,,,,,,,,,,,,,,
145.6008484,0.612,9.807,-0.919,,,,,,,,,,,,,,,,,,,,,
145.6456816,0.306,10.113,-2.145,,,,,,,,,,,,,,,,,,,,,
145.7139204,0.306,10.113,-2.145,,,,,,,,,,,,,,,,,,,,,
145.7663215,0.306,10.113,-2.145,,,,,,,,,,,,,,,,,,,,,
145.8230255,0.306,10.113,-2.145,,,,,,,,,,,,,,,,,,,,,
145.8595737,0.306,10.113,-2.145,,,,,,,,,,,,,,,,,,,,,
145.8943375,0.306,10.113,-2.145,,,,,,,,,,,,,,,,,,,,,
145.9400426,0.306,10.113,-2.145,,,,,,,,,,,,,,,,,,,,,
146.0118297,0.306,10.113,-2.145,,,,,,,,,,,,,,,,,,,,,
146.0684396,0.306,10.113,-2.145,,,,,,,,,,,,,,,,,,,,,
146.1040298,0.306,10.113,-2.145,,,,,,,,,,,,,,,,,,,,,
146.1508278,0.459,9.807,-1.225,,,,,,,,,,,,,,,,,,,,,
146.212634,0.459,9.807,-1.225,,,,,,,,,,,,,,,,,,,,,
146.2704472,0.459,9.807,-1.225,,,,,,,,,,,,,,,,,,,,,
146.3256432,0.459,9.807,-1.225,,,,,,,,,,,,,,,,,,,,,
146.3756465,0.459,9.807,-1.225,,,,,,,,,,,,,,,,,,,,,
146.4123306,0.459,9.807,-1.225,,,,,,,,,,,,,,,,,,,,,
146.4774775,0.459,9.807,-1.225,,,,,,,,,,,,,,,,,,,,,
146.5147845,0.459,9.807,-1.225,,,,,,,,,,,,,,,,,,,,,
146.5459234,0.459,9.807,-1.225,,,,,,,,,,,,,,,,,,,,,
146.5752866,0.459,9.807,-1.225,,,,,,,,,,,,,,,,,,,,,
146.6174466,0.919,9.347,-0.612,,,,,,,,,,,,,,,,,,,,,
146.6486096,0.919,9.347,-0.612,,,,,,,,,,,,,,,,,,,,,
146.6789746,0.919,9.347,-0.612,,,,,,,,,,,,,,,,,,,,,
146.7154204,0.919,9.347,-0.612,,,,,,,,,,,,,,,,,,,,,
146.7418424,0.919,9.347,-0.612,,,,,,,,,,,,,,,,,,,,,
146.7638885,0.919,9.347,-0.612,,,,,,,,,,,,,,,,,,,,,
146.8002974,0.919,9.347,-0.612,,,,,,,,,,,,,,,,,,,,,
146.8430435,0.919,9.347,-0.612,,,,,,,,,,,,,,,,,,,,,
146.8680095,0.919,9.347,-0.612,,,,,,,,,,,,,,,,,,,,,
146.8945555,0.919,9.347,-0.612,,,,,,,,,,,,,,,,,,,,,
146.9188115,0.919,9.347,-0.612,,,,,,,,,,,,,,,,,,,,,
146.9407296,0.919,9.347,-0.612,,,,,,,,,,,,,,,,,,,,,
147.0487585,0.919,9.347,-0.612,,,,,,,,,,,,,,,,,,,,,
147.1031386,0.919,9.347,-0.612,,,,,,,,,,,,,,,,,,,,,
147.1301636,-0.459,11.032,-1.838,,,,,,,,,,,,,,,,,,,,,
147.1720526,-0.459,11.032,-1.838,,,,,,,,,,,,,,,,,,,,,
147.1994676,-0.459,11.032,-1.838,,,,,,,,,,,,,,,,,,,,,
147.2278766,-0.459,11.032,-1.838,,,,,,,,,,,,,,,,,,,,,
147.2527756,-0.459,11.032,-1.838,,,,,,,,,,,,,,,,,,,,,
147.2717246,-0.459,11.032,-1.838,,,,,,,,,,,,,,,,,,,,,
147.3173036,-0.459,11.032,-1.838,,,,,,,,,,,,,,,,,,,,,
147.3499317,-0.459,11.032,-1.838,,,,,,,,,,,,,,,,,,,,,
147.3680705,-0.459,11.032,-1.838,,,,,,,,,,,,,,,,,,,,,
147.3909726,-0.459,11.032,-1.838,,,,,,,,,,,,,,,,,,,,,
147.4143567,-0.459,11.032,-1.838,,,,,,,,,,,,,,,,,,,,,
147.4426445,-0.459,11.032,-1.838,,,,,,,,,,,,,,,,,,,,,
147.4706115,-0.459,11.032,-1.838,,,,,,,,,,,,,,,,,,,,,
147.4980246,-0.459,11.032,-1.838,,,,,,,,,,,,,,,,,,,,,
147.5180535,-0.459,11.032,-1.838,,,,,,,,,,,,,,,,,,,,,
147.5416605,-0.459,11.032,-1.838,,,,,,,,,,,,,,,,,,,,,
147.9504706,1.225,8.887,-1.992,,,,,,,,,,,,,,,,,,,,,
147.9713325,1.225,8.887,-1.992,,,,,,,,,,,,,,,,,,,,,
147.9905235,1.225,8.887,-1.992,,,,,,,,,,,,,,,,,,,,,
148.0167655,1.225,8.887,-1.992,,,,,,,,,,,,,,,,,,,,,
148.0417215,1.225,8.887,-1.992,,,,,,,,,,,,,,,,,,,,,
148.0714445,1.225,8.887,-1.992,,,,,,,,,,,,,,,,,,,,,
148.0974106,1.225,8.887,-1.992,,,,,,,,,,,,,,,,,,,,,
148.1245336,0,7.814,1.072,,,,,,,,,,,,,,,,,,,,,
148.1494386,0,7.814,1.072,,,,,,,,,,,,,,,,,,,,,
148.1762256,0,7.814,1.072,,,,,,,,,,,,,,,,,,,,,
148.1986505,0,7.814,1.072,,,,,,,,,,,,,,,,,,,,,
148.2318956,0,7.814,1.072,,,,,,,,,,,,,,,,,,,,,
148.2579016,0,7.814,1.072,,,,,,,,,,,,,,,,,,,,,
148.2873005,0,7.814,1.072,,,,,,,,,,,,,,,,,,,,,
148.3326597,0,7.814,1.072,,,,,,,,,,,,,,,,,,,,,
148.3527166,0,7.814,1.072,,,,,,,,,,,,,,,,,,,,,
148.3915827,0,7.814,1.072,,,,,,,,,,,,,,,,,,,,,
148.4120395,0,7.814,1.072,,,,,,,,,,,,,,,,,,,,,
148.4361176,0,7.814,1.072,,,,,,,,,,,,,,,,,,,,,
148.4609386,0,7.814,1.072,,,,,,,,,,,,,,,,,,,,,
148.4869756,0,7.814,1.072,,,,,,,,,,,,,,,,,,,,,
148.5123865,0,7.814,1.072,,,,,,,,,,,,,,,,,,,,,
148.5411295,0,7.814,1.072,,,,,,,,,,,,,,,,,,,,,
148.5631735,0,7.814,1.072,,,,,,,,,,,,,,,,,,,,,
148.5955345,0,7.814,1.072,,,,,,,,,,,,,,,,,,,,,
148.6231055,0.766,8.427,0.153,,,,,,,,,,,,,,,,,,,,,
148.6350386,0.766,8.427,0.153,,,,,,,,,,,,,,,,,,,,,
148.6599075,0.766,8.427,0.153,,,,,,,,,,,,,,,,,,,,,
148.6878046,0.766,8.427,0.153,,,,,,,,,,,,,,,,,,,,,
148.7125596,0.766,8.427,0.153,,,,,,,,,,,,,,,,,,,,,
148.9900546,0.766,8.427,0.153,,,,,,,,,,,,,,,,,,,,,
149.0191056,0.766,8.427,0.153,,,,,,,,,,,,,,,,,,,,,
149.0584375,0.766,8.427,0.153,,,,,,,,,,,,,,,,,,,,,
149.0747826,0.766,8.427,0.153,,,,,,,,,,,,,,,,,,,,,
149.1140375,0.766,8.427,0.153,,,,,,,,,,,,,,,,,,,,,
149.1398746,0,11.645,0.919,,,,,,,,,,,,,,,,,,,,,
149.1606335,0,11.645,0.919,,,,,,,,,,,,,,,,,,,,,
149.1713836,0,11.645,0.919,,,,,,,,,,,,,,,,,,,,,
149.2005555,0,11.645,0.919,,,,,,,,,,,,,,,,,,,,,
149.2278256,0,11.645,0.919,,,,,,,,,,,,,,,,,,,,,
149.2560355,0,11.645,0.919,,,,,,,,,,,,,,,,,,,,,
149.2810666,0,11.645,0.919,,,,,,,,,,,,,,,,,,,,,
149.3116116,0,11.645,0.919,,,,,,,,,,,,,,,,,,,,,
149.3614287,0,11.645,0.919,,,,,,,,,,,,,,,,,,,,,
149.3877456,0,11.645,0.919,,,,,,,,,,,,,,,,,,,,,
149.4343936,0,11.645,0.919,,,,,,,,,,,,,,,,,,,,,
149.4565706,0,11.645,0.919,,,,,,,,,,,,,,,,,,,,,
149.7059996,0,11.645,0.919,,,,,,,,,,,,,,,,,,,,,
149.7282106,2.604,11.032,2.758,,,,,,,,,,,,,,,,,,,,,
149.7459986,2.604,11.032,2.758,,,,,,,,,,,,,,,,,,,,,
149.7699747,2.604,11.032,2.758,,,,,,,,,,,,,,,,,,,,,
149.7935776,2.604,11.032,2.758,,,,,,,,,,,,,,,,,,,,,
149.8198895,2.604,11.032,2.758,,,,,,,,,,,,,,,,,,,,,
149.8449175,2.604,11.032,2.758,,,,,,,,,,,,,,,,,,,,,
149.8706016,2.604,11.032,2.758,,,,,,,,,,,,,,,,,,,,,
149.8950915,2.604,11.032,2.758,,,,,,,,,,,,,,,,,,,,,
149.9220335,2.604,11.032,2.758,,,,,,,,,,,,,,,,,,,,,
149.9473915,2.604,11.032,2.758,,,,,,,,,,,,,,,,,,,,,
149.9734346,2.604,11.032,2.758,,,,,,,,,,,,,,,,,,,,,
149.9939145,2.604,11.032,2.758,,,,,,,,,,,,,,,,,,,,,
150.0166766,2.604,11.032,2.758,,,,,,,,,,,,,,,,,,,,,
150.0460417,2.604,11.032,2.758,,,,,,,,,,,,,,,,,,,,,
150.0703365,2.604,11.032,2.758,,,,,,,,,,,,,,,,,,,,,
150.0975856,2.604,11.032,2.758,,,,,,,,,,,,,,,,,,,,,
150.1248915,-0.612,9.96,3.83,,,,,,,,,,,,,,,,,,,,,
150.1543695,-0.612,9.96,3.83,,,,,,,,,,,,,,,,,,,,,
150.1837015,-0.612,9.96,3.83,,,,,,,,,,,,,,,,,,,,,
150.4897735,-0.612,9.96,3.83,,,,,,,,,,,,,,,,,,,,,
150.5014336,-0.612,9.96,3.83,,,,,,,,,,,,,,,,,,,,,
150.5239465,-0.612,9.96,3.83,,,,,,,,,,,,,,,,,,,,,
150.5579955,-0.612,9.96,3.83,,,,,,,,,,,,,,,,,,,,,
150.6079146,-0.612,9.96,3.83,,,,,,,,,,,,,,,,,,,,,
150.6470115,0.459,12.411,-0.459,,,,,,,,,,,,,,,,,,,,,
150.6718356,0.459,12.411,-0.459,,,,,,,,,,,,,,,,,,,,,
150.6956355,0.459,12.411,-0.459,,,,,,,,,,,,,,,,,,,,,
150.9793255,0.459,12.411,-0.459,,,,,,,,,,,,,,,,,,,,,
150.9923355,0.459,12.411,-0.459,,,,,,,,,,,,,,,,,,,,,
151.0185215,0.459,12.411,-0.459,,,,,,,,,,,,,,,,,,,,,
151.0440516,0.459,12.411,-0.459,,,,,,,,,,,,,,,,,,,,,
151.0736746,0.459,12.411,-0.459,,,,,,,,,,,,,,,,,,,,,
151.0903136,0.459,12.411,-0.459,,,,,,,,,,,,,,,,,,,,,
151.1099796,0.766,12.565,-2.298,,,,,,,,,,,,,,,,,,,,,
151.1351616,0.766,12.565,-2.298,,,,,,,,,,,,,,,,,,,,,
151.1594805,0.766,12.565,-2.298,,,,,,,,,,,,,,,,,,,,,
151.1834525,0.766,12.565,-2.298,,,,,,,,,,,,,,,,,,,,,
151.2096047,0.766,12.565,-2.298,,,,,,,,,,,,,,,,,,,,,
151.2349417,0.766,12.565,-2.298,,,,,,,,,,,,,,,,,,,,,
151.2591576,0.766,12.565,-2.298,,,,,,,,,,,,,,,,,,,,,
151.2825355,0.766,12.565,-2.298,,,,,,,,,,,,,,,,,,,,,
151.3036646,0.766,12.565,-2.298,,,,,,,,,,,,,,,,,,,,,
151.3353805,0.766,12.565,-2.298,,,,,,,,,,,,,,,,,,,,,
151.3603715,0.766,12.565,-2.298,,,,,,,,,,,,,,,,,,,,,
151.4078946,0.766,12.565,-2.298,,,,,,,,,,,,,,,,,,,,,
151.4364845,0.766,12.565,-2.298,,,,,,,,,,,,,,,,,,,,,
151.4637675,0.766,12.565,-2.298,,,,,,,,,,,,,,,,,,,,,
151.7761466,0.766,12.565,-2.298,,,,,,,,,,,,,,,,,,,,,
151.7955868,0.153,12.565,-1.225,,,,,,,,,,,,,,,,,,,,,
151.8111598,0.153,12.565,-1.225,,,,,,,,,,,,,,,,,,,,,
151.8369467,0.153,12.565,-1.225,,,,,,,,,,,,,,,,,,,,,
151.8640027,0.153,12.565,-1.225,,,,,,,,,,,,,,,,,,,,,
151.8900947,0.153,12.565,-1.225,,,,,,,,,,,,,,,,,,,,,
151.9187758,0.153,12.565,-1.225,,,,,,,,,,,,,,,,,,,,,
151.9588406,0.153,12.565,-1.225,,,,,,,,,,,,,,,,,,,,,
151.9867697,0.153,12.565,-1.225,,,,,,,,,,,,,,,,,,,,,
152.0397816,0.153,12.565,-1.225,,,,,,,,,,,,,,,,,,,,,
152.0762627,0.153,12.565,-1.225,,,,,,,,,,,,,,,,,,,,,
152.0932217,0.153,12.565,-1.225,,,,,,,,,,,,,,,,,,,,,
152.1134086,0.919,9.807,-1.532,,,,,,,,,,,,,,,,,,,,,
152.1387105,0.919,9.807,-1.532,,,,,,,,,,,,,,,,,,,,,
152.1656766,0.919,9.807,-1.532,,,,,,,,,,,,,,,,,,,,,
152.1916816,0.919,9.807,-1.532,,,,,,,,,,,,,,,,,,,,,
152.2115216,0.919,9.807,-1.532,,,,,,,,,,,,,,,,,,,,,
152.2357867,0.919,9.807,-1.532,,,,,,,,,,,,,,,,,,,,,
152.2616527,0.919,9.807,-1.532,,,,,,,,,,,,,,,,,,,,,
152.5112536,0.919,9.807,-1.532,,,,,,,,,,,,,,,,,,,,,
152.5235765,0.919,9.807,-1.532,,,,,,,,,,,,,,,,,,,,,
152.5425606,0.919,9.807,-1.532,,,,,,,,,,,,,,,,,,,,,
152.5676665,0.919,9.807,-1.532,,,,,,,,,,,,,,,,,,,,,
152.5912347,0.919,9.807,-1.532,,,,,,,,,,,,,,,,,,,,,
152.6141555,-0.153,8.887,0.459,,,,,,,,,,,,,,,,,,,,,
152.6418836,-0.153,8.887,0.459,,,,,,,,,,,,,,,,,,,,,
152.6658087,-0.153,8.887,0.459,,,,,,,,,,,,,,,,,,,,,
152.6764107,-0.153,8.887,0.459,,,,,,,,,,,,,,,,,,,,,
152.7216465,-0.153,8.887,0.459,,,,,,,,,,,,,,,,,,,,,
152.7477727,-0.153,8.887,0.459,,,,,,,,,,,,,,,,,,,,,
152.7693505,-0.153,8.887,0.459,,,,,,,,,,,,,,,,,,,,,
152.7942376,-0.153,8.887,0.459,,,,,,,,,,,,,,,,,,,,,
152.8191285,-0.153,8.887,0.459,,,,,,,,,,,,,,,,,,,,,
152.8453815,-0.153,8.887,0.459,,,,,,,,,,,,,,,,,,,,,
152.8743515,-0.153,8.887,0.459,,,,,,,,,,,,,,,,,,,,,
152.8990417,-0.153,8.887,0.459,,,,,,,,,,,,,,,,,,,,,
152.9234576,-0.153,8.887,0.459,,,,,,,,,,,,,,,,,,,,,
152.9500525,-0.153,8.887,0.459,,,,,,,,,,,,,,,,,,,,,
152.9765956,-0.153,8.887,0.459,,,,,,,,,,,,,,,,,,,,,
152.9893556,-0.153,8.887,0.459,,,,,,,,,,,,,,,,,,,,,
152.9996865,-0.153,8.887,0.459,,,,,,,,,,,,,,,,,,,,,
153.3390255,-0.153,8.887,0.459,,,,,,,,,,,,,,,,,,,,,
153.3492966,0.612,9.04,0.459,,,,,,,,,,,,,,,,,,,,,
153.3592076,0.612,9.04,0.459,,,,,,,,,,,,,,,,,,,,,
153.3695667,0.612,9.04,0.459,,,,,,,,,,,,,,,,,,,,,
153.3826706,0.612,9.04,0.459,,,,,,,,,,,,,,,,,,,,,
153.3934236,0.612,9.04,0.459,,,,,,,,,,,,,,,,,,,,,
153.4037945,0.612,9.04,0.459,,,,,,,,,,,,,,,,,,,,,
153.4143927,0.612,9.04,0.459,,,,,,,,,,,,,,,,,,,,,
153.4249637,0.612,9.04,0.459,,,,,,,,,,,,,,,,,,,,,
153.4378755,0.612,9.04,0.459,,,,,,,,,,,,,,,,,,,,,
153.4649806,0.612,9.04,0.459,,,,,,,,,,,,,,,,,,,,,
153.4750795,0.612,9.04,0.459,,,,,,,,,,,,,,,,,,,,,
153.4867675,0.612,9.04,0.459,,,,,,,,,,,,,,,,,,,,,
153.5185556,0.612,9.04,0.459,,,,,,,,,,,,,,,,,,,,,
153.5389946,0.612,9.04,0.459,,,,,,,,,,,,,,,,,,,,,
153.5674217,0.612,9.04,0.459,,,,,,,,,,,,,,,,,,,,,
153.5997946,0.612,9.04,0.459,,,,,,,,,,,,,,,,,,,,,
153.6184525,0,7.661,0.766,,,,,,,,,,,,,,,,,,,,,
153.6487515,0,7.661,0.766,,,,,,,,,,,,,,,,,,,,,
153.6690617,0,7.661,0.766,,,,,,,,,,,,,,,,,,,,,
153.6963255,0,7.661,0.766,,,,,,,,,,,,,,,,,,,,,
153.7195547,0,7.661,0.766,,,,,,,,,,,,,,,,,,,,,
154.0648286,0,7.661,0.766,,,,,,,,,,,,,,,,,,,,,
154.0754015,0,7.661,0.766,,,,,,,,,,,,,,,,,,,,,
154.1016295,0,7.661,0.766,,,,,,,,,,,,,,,,,,,,,
154.1152127,0.459,7.048,0.153,,,,,,,,,,,,,,,,,,,,,
154.1381595,0.459,7.048,0.153,,,,,,,,,,,,,,,,,,,,,
154.1490536,0.459,7.048,0.153,,,,,,,,,,,,,,,,,,,,,
154.1738455,0.459,7.048,0.153,,,,,,,,,,,,,,,,,,,,,
154.2015026,0.459,7.048,0.153,,,,,,,,,,,,,,,,,,,,,
154.2279117,0.459,7.048,0.153,,,,,,,,,,,,,,,,,,,,,
154.2540066,0.459,7.048,0.153,,,,,,,,,,,,,,,,,,,,,
154.2804286,0.459,7.048,0.153,,,,,,,,,,,,,,,,,,,,,
154.3080015,0.459,7.048,0.153,,,,,,,,,,,,,,,,,,,,,
154.3341005,0.459,7.048,0.153,,,,,,,,,,,,,,,,,,,,,
154.3570676,0.459,7.048,0.153,,,,,,,,,,,,,,,,,,,,,
154.3675675,0.459,7.048,0.153,,,,,,,,,,,,,,,,,,,,,
154.3785176,0.459,7.048,0.153,,,,,,,,,,,,,,,,,,,,,
154.3959427,0.459,7.048,0.153,,,,,,,,,,,,,,,,,,,,,
154.4158857,0.459,7.048,0.153,,,,,,,,,,,,,,,,,,,,,
154.4405916,0.459,7.048,0.153,,,,,,,,,,,,,,,,,,,,,
